Survived,Pclass,Sex_Female,Age,Age_Group,Is_Child,SibSp,Parch,Family_Size,Is_Alone,Fare_Per_Person,Fare_Category,Has_Cabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Embarked_C,Embarked_Q,Embarked_S
0,3,0,44.0,3,0,0,1,2,0,8.05,1,0,False,False,True,False,False,False,False,True
1,2,1,40.0,3,0,0,0,1,1,15.75,2,0,False,False,False,True,False,False,False,True
0,3,0,26.0,2,0,0,0,1,1,7.775,1,0,False,False,True,False,False,False,False,True
0,3,0,17.0,1,0,0,0,1,1,8.6625,2,0,False,False,True,False,False,False,False,True
0,3,0,1.0,0,1,4,1,6,0,6.614583333333333,0,0,True,False,False,False,False,False,False,True
1,3,0,9.0,0,1,0,2,3,0,6.841666666666666,0,0,True,False,False,False,False,False,False,True
1,1,1,35.0,2,0,0,1,2,0,27.5,3,1,False,False,False,True,False,False,False,True
0,3,1,45.0,3,0,1,4,6,0,4.6499999999999995,0,0,False,False,False,True,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,25.925,3,0,False,False,True,False,False,False,False,True
0,3,0,28.0,2,0,0,0,1,1,56.4958,3,0,False,False,True,False,False,False,False,True
0,1,0,61.0,4,0,0,0,1,1,33.5,3,1,False,False,True,False,False,False,False,True
0,3,0,4.0,0,1,4,1,6,0,4.854166666666667,0,0,True,False,False,False,False,False,True,False
1,3,1,1.0,0,1,1,1,3,0,3.7111,0,0,False,True,False,False,False,False,False,True
0,3,0,21.0,2,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
0,1,0,56.0,3,0,0,0,1,1,30.6958,3,1,False,False,True,False,False,True,False,False
0,3,0,18.0,1,0,1,1,3,0,2.6180666666666665,0,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,3,1,5,0,5.0933399999999995,0,0,True,False,False,False,False,False,False,True
0,1,1,50.0,3,0,0,0,1,1,28.7125,3,1,False,True,False,False,False,True,False,False
0,2,0,30.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,0,36.0,3,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,8,2,11,0,6.322727272727272,0,0,False,True,False,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,15.05,2,0,False,False,True,False,False,True,False,False
0,3,0,9.0,0,1,4,2,7,0,4.483928571428572,0,0,True,False,False,False,False,False,False,True
1,2,0,1.0,0,1,2,1,4,0,9.75,2,1,True,False,False,False,False,False,False,True
1,3,1,4.0,0,1,0,2,3,0,7.341666666666666,1,0,False,True,False,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,50.0,3,1,False,False,True,False,False,False,False,True
1,3,1,21.5,2,0,1,0,2,0,7.75,1,0,False,False,False,True,False,False,True,False
1,1,0,45.0,3,0,0,0,1,1,26.55,3,0,False,False,True,False,False,False,False,True
0,3,0,40.0,3,0,1,1,3,0,5.166666666666667,0,0,False,False,True,False,False,False,True,False
0,3,0,36.0,3,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
1,2,1,32.0,2,0,0,0,1,1,13.0,2,0,False,False,False,True,False,False,False,True
0,2,0,19.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
1,3,1,19.0,2,0,1,0,2,0,3.9271,0,0,False,True,False,False,False,False,False,True
1,2,0,3.0,0,1,1,1,3,0,8.666666666666666,2,1,True,False,False,False,False,False,False,True
1,1,1,44.0,3,0,0,0,1,1,27.7208,3,1,False,False,False,True,False,True,False,False
1,1,1,58.0,3,0,0,0,1,1,146.5208,3,1,False,True,False,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,42.0,3,0,0,1,2,0,4.2021,0,0,False,False,True,False,False,False,False,True
1,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
0,2,1,24.0,2,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
0,3,0,28.0,2,0,0,0,1,1,9.5,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,8,2,11,0,6.322727272727272,0,0,False,False,True,False,False,False,False,True
0,3,0,34.0,2,0,0,0,1,1,6.4958,0,0,False,False,True,False,False,False,False,True
0,3,0,45.5,3,0,0,0,1,1,7.225,0,0,False,False,True,False,False,True,False,False
1,3,0,18.0,1,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,1,2.0,0,1,0,1,2,0,5.23125,0,1,False,True,False,False,False,False,False,True
0,3,0,32.0,2,0,1,0,2,0,7.925,1,0,False,False,True,False,False,False,False,True
1,3,0,26.0,2,0,0,0,1,1,18.7875,2,0,False,False,True,False,False,True,False,False
1,3,1,16.0,1,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
1,1,0,40.0,3,0,0,0,1,1,31.0,3,1,False,False,True,False,False,True,False,False
0,3,0,24.0,2,0,0,0,1,1,7.05,0,0,False,False,True,False,False,False,False,True
1,2,1,35.0,2,0,0,0,1,1,21.0,2,0,False,True,False,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,1,0,2,0,3.875,0,0,False,False,True,False,False,False,True,False
1,1,1,31.0,2,0,1,0,2,0,56.6375,3,1,False,True,False,False,False,True,False,False
1,3,1,27.0,2,0,0,0,1,1,7.925,1,0,False,True,False,False,False,False,False,True
0,2,0,42.0,3,0,1,0,2,0,13.5,2,0,False,False,True,False,False,False,False,True
1,1,1,32.0,2,0,0,0,1,1,76.2917,3,1,False,True,False,False,False,True,False,False
0,2,0,30.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
1,3,0,16.0,1,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,2,0,27.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,0,51.0,3,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
1,1,0,38.0,3,0,1,0,2,0,45.0,3,1,False,False,True,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,9.35,2,0,False,False,True,False,False,False,False,True
1,2,0,19.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
0,3,0,20.5,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,2,0,18.0,1,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,3,1,5,0,5.0933399999999995,0,0,False,True,False,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,41.7375,3,1,False,False,False,True,False,False,False,True
0,3,0,29.0,2,0,0,0,1,1,7.775,1,0,False,False,True,False,False,False,False,True
0,2,0,59.0,3,0,0,0,1,1,13.5,2,0,False,False,True,False,False,False,False,True
1,3,1,5.0,0,1,4,2,7,0,4.483928571428572,0,0,False,True,False,False,False,False,False,True
0,2,0,24.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,0,0,1,1,7.55,1,0,False,True,False,False,False,False,False,True
0,2,0,44.0,3,0,1,0,2,0,13.0,2,0,False,False,True,False,False,False,False,True
1,2,1,8.0,0,1,0,2,3,0,8.75,2,0,False,True,False,False,False,False,False,True
0,2,0,19.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
0,2,0,33.0,2,0,0,0,1,1,12.275,2,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,1,0,2,0,7.2271,0,0,False,True,False,False,False,True,False,False
1,3,1,21.5,2,0,1,0,2,0,7.75,1,0,False,True,False,False,False,False,True,False
0,2,0,29.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.125,0,0,False,False,True,False,False,False,False,True
0,3,0,30.0,2,0,0,0,1,1,7.225,0,0,False,False,True,False,False,True,False,False
0,1,0,44.0,3,0,2,0,3,0,30.0,3,1,False,False,False,False,True,False,True,False
0,3,1,25.0,2,0,0,0,1,1,7.775,1,0,False,True,False,False,False,False,False,True
1,2,1,24.0,2,0,0,2,3,0,4.833333333333333,0,0,False,False,False,True,False,False,False,True
1,1,0,37.0,3,0,1,1,3,0,17.518066666666666,2,1,False,False,True,False,False,False,False,True
0,2,0,54.0,3,0,1,0,2,0,13.0,2,0,False,False,False,False,True,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,3,1,29.0,2,0,1,1,3,0,3.4875000000000003,0,1,False,False,False,True,False,False,False,True
0,1,0,62.0,4,0,0,0,1,1,26.55,3,1,False,False,True,False,False,False,False,True
0,3,0,30.0,2,0,1,0,2,0,8.05,1,0,False,False,True,False,False,False,False,True
0,3,1,41.0,3,0,0,2,3,0,6.7375,0,0,False,False,False,True,False,False,False,True
1,3,1,29.0,2,0,0,2,3,0,5.081933333333333,0,0,False,False,False,True,False,True,False,False
1,1,1,35.0,2,0,0,0,1,1,79.2,3,0,False,False,False,True,False,True,False,False
1,1,1,30.0,2,0,0,0,1,1,86.5,3,1,False,True,False,False,False,False,False,True
1,1,1,35.0,2,0,0,0,1,1,512.3292,3,0,False,True,False,False,False,True,False,False
1,2,1,50.0,3,0,0,1,2,0,13.0,2,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
1,3,0,3.0,0,1,4,2,7,0,4.483928571428572,0,0,True,False,False,False,False,False,False,True
0,1,0,52.0,3,0,1,1,3,0,26.55,3,1,False,False,True,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,0.0,0,1,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
0,2,0,36.0,3,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
0,3,0,16.0,1,0,4,1,6,0,6.614583333333333,0,0,False,False,True,False,False,False,False,True
1,3,0,25.0,2,0,1,0,2,0,3.8875,0,0,False,False,True,False,False,False,False,True
1,1,1,58.0,3,0,0,1,2,0,76.73125,3,1,False,False,False,True,False,False,False,True
1,1,1,35.0,2,0,0,0,1,1,135.6333,3,1,False,True,False,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,31.0,3,0,False,False,True,False,False,False,False,True
1,3,0,25.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
1,2,1,41.0,3,0,0,1,2,0,9.75,2,0,False,False,False,True,False,False,False,True
0,1,0,37.0,3,0,0,1,2,0,14.85,2,1,False,False,True,False,False,True,False,False
1,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
1,1,1,63.0,4,0,1,0,2,0,38.97915,3,1,False,True,False,False,False,False,False,True
0,3,1,45.0,3,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
0,3,0,7.0,0,1,4,1,6,0,4.854166666666667,0,0,True,False,False,False,False,False,True,False
1,3,1,35.0,2,0,1,1,3,0,6.75,0,0,False,False,False,True,False,False,False,True
0,3,0,65.0,4,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,28.0,2,0,0,0,1,1,7.8542,1,0,False,False,True,False,False,False,False,True
0,3,0,16.0,1,0,0,0,1,1,9.5,2,0,False,False,True,False,False,False,False,True
1,3,0,19.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,26.0,3,1,False,False,True,False,False,False,False,True
0,3,0,33.0,2,0,0,0,1,1,8.6625,2,0,False,False,True,False,False,True,False,False
1,3,0,30.0,2,0,0,0,1,1,9.5,2,0,False,False,True,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
1,2,0,42.0,3,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
1,3,1,22.0,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
1,1,1,26.0,2,0,0,0,1,1,78.85,3,0,False,True,False,False,False,False,False,True
1,1,1,19.0,2,0,1,0,2,0,45.5396,3,1,False,False,False,True,False,True,False,False
